u,v,geometry
14078721,1174052565,"LINESTRING (16.4275904 48.2091531, 16.42633 48.2100513, 16.4246756 48.2112189, 16.4238779 48.2117753, 16.42327 48.2122016)"
199709,199711,"LINESTRING (16.4017987 48.1804072, 16.4018323 48.1804332, 16.4018789 48.1804694, 16.4021057 48.1806283, 16.4021794 48.1806751, 16.4027918 48.1810634, 16.4030328 48.1812368, 16.4030977 48.1812955, 16.4032989 48.1814908, 16.4034658 48.1816946, 16.4036104 48.1819276, 16.4037364 48.1822616, 16.4039903 48.1829734, 16.4041183 48.1832902, 16.4043575 48.1837756, 16.404572 48.1841662, 16.4048118 48.1845927)"
199709,199578,"LINESTRING (16.4017987 48.1804072, 16.401835 48.1803162, 16.4018705 48.1801645, 16.4018732 48.1800292, 16.4018651 48.1799505, 16.4018558 48.1798599, 16.4018056 48.1797048, 16.401724 48.1795535, 16.4015964 48.1793877, 16.4009549 48.178674, 16.4007613 48.1784181, 16.4006138 48.1781979, 16.4004837 48.1779853, 16.4002932 48.177632, 16.4001102 48.1773126, 16.3999889 48.1767502)"
199711,199629,"LINESTRING (16.4048118 48.1845927, 16.4048926 48.1847364, 16.4050703 48.1849991, 16.4051538 48.1851058, 16.4052479 48.1852261, 16.4054905 48.1854941, 16.4057831 48.1857529)"
199711,119337823,"LINESTRING (16.4048118 48.1845927, 16.4047518 48.1846417, 16.4044024 48.184909, 16.4042508 48.1850249, 16.4040323 48.1851634, 16.403979 48.1851995, 16.4039332 48.1852305, 16.4037631 48.1853474, 16.4034703 48.1856016, 16.4029766 48.1860304, 16.4022162 48.1866908, 16.401881 48.1869819, 16.4018298 48.1870199)"
199578,199633,"LINESTRING (16.3999889 48.1767502, 16.39993 48.176477, 16.3996303 48.1750761, 16.3996074 48.1749692)"
199629,199630,"LINESTRING (16.4057831 48.1857529, 16.4058094 48.1857761, 16.4058997 48.1858472, 16.4061469 48.1860468, 16.4065738 48.1863596, 16.4072335 48.1868116, 16.4076219 48.1870776)"
199629,115495843,"LINESTRING (16.4057831 48.1857529, 16.4057248 48.1858026, 16.4056618 48.1858585, 16.4055997 48.1859135, 16.4055303 48.1859706, 16.4054415 48.1860219)"
119337823,3177626968,"LINESTRING (16.4018298 48.1870199, 16.4014301 48.1873633, 16.4004942 48.1881671, 16.4003465 48.1882471, 16.3999683 48.1885785, 16.3998738 48.1886613, 16.3998054 48.1887321, 16.3997986 48.1887392, 16.399751 48.1887861, 16.3996883 48.1888484, 16.3996612 48.1888753, 16.3996385 48.1888979)"
199633,199574,"LINESTRING (16.3996074 48.1749692, 16.3995116 48.1749754, 16.3994237 48.1749817, 16.3993218 48.1749889, 16.3992096 48.1749965, 16.3987207 48.1750262, 16.3983058 48.175056)"
199633,199631,"LINESTRING (16.3996074 48.1749692, 16.3993207 48.1736289, 16.3992941 48.1735283, 16.3992472 48.173356)"
199630,199670,"LINESTRING (16.4076219 48.1870776, 16.4079678 48.1873146, 16.4082746 48.1875248, 16.4093979 48.1882944, 16.4103599 48.1889534, 16.410468 48.1890275, 16.4109368 48.1893486)"
115495843,199722,"LINESTRING (16.4054415 48.1860219, 16.4055317 48.1860755, 16.4056814 48.1861894, 16.4060747 48.1864943, 16.4062046 48.1865926, 16.4065164 48.1868286, 16.4068505 48.1870836, 16.4070729 48.1872982)"
3177626968,2622979593,"LINESTRING (16.3996385 48.1888979, 16.3995908 48.1888416, 16.3995105 48.1887497, 16.3993569 48.1885739, 16.3991895 48.1884038, 16.3991028 48.1883317, 16.3989155 48.1881761, 16.3988804 48.1881469, 16.3988402 48.1881141, 16.3987395 48.1880318)"
3177626968,119337839,"LINESTRING (16.3996385 48.1888979, 16.3995444 48.1889914, 16.3995024 48.1890264, 16.3991774 48.189297, 16.3991079 48.1893548, 16.3982924 48.1898578)"
199574,6739898989,"LINESTRING (16.3983058 48.175056, 16.3979523 48.1750813, 16.3976328 48.1751019, 16.397512 48.175116, 16.3974421 48.175126, 16.3973304 48.1751441)"
199574,356055594,"LINESTRING (16.3983058 48.175056, 16.3983238 48.1751375, 16.3984124 48.1755724, 16.3984112 48.1756016, 16.3984033 48.1756249, 16.3983898 48.175642, 16.3983633 48.1756586, 16.3983356 48.1756686, 16.3983012 48.1756765, 16.3982605 48.1756827, 16.3975206 48.1757585, 16.3972906 48.1757797, 16.3971654 48.1757913)"
199631,199676,"LINESTRING (16.3992472 48.173356, 16.3992323 48.1733014, 16.3990928 48.172771, 16.3990494 48.1726571, 16.3989463 48.1723869, 16.398861 48.1722387, 16.3987938 48.1721219, 16.3986157 48.1718764, 16.3983836 48.1716346, 16.3981309 48.171432, 16.3977691 48.1712039, 16.3976971 48.1711693, 16.3973554 48.1710053, 16.3968888 48.1708396, 16.3963415 48.1706963, 16.3958355 48.1706039, 16.3957382 48.170588, 16.3943941 48.1703827, 16.3942258 48.1703493)"
199631,6739898989,"LINESTRING (16.3992472 48.173356, 16.3990885 48.1734149, 16.3988035 48.1735206, 16.3976818 48.1741846, 16.3975207 48.1742986, 16.3974835 48.1743305, 16.3974545 48.1743623, 16.3974117 48.1744195, 16.397366 48.1744894, 16.3973145 48.174581, 16.3972971 48.1746185, 16.3972853 48.1746571, 16.3972812 48.1747053, 16.3973194 48.1750721, 16.3973304 48.1751441)"
199670,199714,"LINESTRING (16.4109368 48.1893486, 16.4118981 48.1900072, 16.4123162 48.1902936, 16.4127226 48.190572, 16.4130367 48.1907872, 16.4131113 48.1908383, 16.4131564 48.1908692, 16.4138179 48.1913224)"
199670,117345871,"LINESTRING (16.4109368 48.1893486, 16.4108235 48.1894224, 16.4103311 48.1897432, 16.4100289 48.1899425)"
199722,199630,"LINESTRING (16.4070729 48.1872982, 16.4072565 48.1872358, 16.4074227 48.1871793, 16.4074729 48.1871576, 16.4076219 48.1870776)"
2622979593,199675,"LINESTRING (16.3987395 48.1880318, 16.3986358 48.1879488, 16.3985685 48.187895, 16.3983204 48.1877076, 16.3980303 48.1874584, 16.397725 48.1872303, 16.3967515 48.1864428, 16.396623 48.1863283, 16.3965365 48.1862533, 16.3963871 48.1861242, 16.3963404 48.1860822, 16.3962788 48.1860336, 16.3961734 48.1859721, 16.3961631 48.1859622)"
2622979593,6469557548,"LINESTRING (16.3987395 48.1880318, 16.3989661 48.1879528, 16.3990889 48.1878936)"
119337839,119337841,"LINESTRING (16.3982924 48.1898578, 16.3963425 48.1910709)"
6739898989,6739899006,"LINESTRING (16.3973304 48.1751441, 16.3970789 48.1753588)"
356055594,306657060,"LINESTRING (16.3971654 48.1757913, 16.3971955 48.1759341, 16.3972077 48.1759917, 16.3972691 48.1763, 16.3973611 48.1767429, 16.3973842 48.1768541, 16.3974184 48.1770185)"
199676,199657,"LINESTRING (16.3942258 48.1703493, 16.393725 48.1702497, 16.3933278 48.1701466, 16.3929152 48.1699996, 16.3925903 48.1698678, 16.3921662 48.1696417, 16.3917644 48.1693804, 16.3905463 48.1684277, 16.3900484 48.1680382, 16.3890271 48.1672394)"
199714,199674,"LINESTRING (16.4138179 48.1913224, 16.4141446 48.1915462, 16.414562 48.1918321, 16.4149203 48.1920775, 16.4155609 48.1925164, 16.4158599 48.1927126)"
117345871,60355420,"LINESTRING (16.4100289 48.1899425, 16.4095279 48.1902506, 16.4094493 48.1902989, 16.4086812 48.1907713, 16.4085353 48.190861, 16.4082462 48.1910388, 16.4076774 48.1913853, 16.4074521 48.1915228)"
199675,3665855676,"LINESTRING (16.3961631 48.1859622, 16.3960784 48.1858812, 16.3960649 48.1858683, 16.396055 48.1858358, 16.3960482 48.1858093, 16.3960301 48.1857632, 16.3960015 48.1857264, 16.3959527 48.1856604, 16.3957937 48.1855409, 16.3957326 48.1855004, 16.3956982 48.185481, 16.3955545 48.1854044, 16.3953701 48.185315, 16.3952608 48.1852599, 16.3949603 48.185032, 16.3948946 48.1849832, 16.3948577 48.1849456, 16.394847 48.1849216)"
199675,199709,"LINESTRING (16.3961631 48.1859622, 16.3961967 48.1859299, 16.3961975 48.1859292, 16.39662 48.1854473, 16.3967513 48.1852958, 16.3970424 48.18496, 16.397198 48.1847767, 16.3973857 48.1846104, 16.3977988 48.1842795, 16.3980918 48.1840359, 16.3982796 48.1838561, 16.39846 48.1836545, 16.3986339 48.1834058, 16.3988154 48.1831417, 16.3994249 48.1822529, 16.3996912 48.182046, 16.3998299 48.1819019, 16.3999587 48.1817847, 16.4001149 48.1816604, 16.4002296 48.1815831, 16.400485 48.1814209, 16.4012345 48.1810062, 16.4013538 48.1809267, 16.401425 48.1808793, 16.4015769 48.1807454, 16.4016665 48.180637, 16.4016883 48.1806106, 16.4017725 48.1804729, 16.4017867 48.1804374, 16.4017987 48.1804072)"
6469557548,62643752,"LINESTRING (16.3990889 48.1878936, 16.398975 48.1878699, 16.3989561 48.1878613, 16.3989043 48.1878199, 16.3988647 48.1877883, 16.398843 48.187771, 16.3985634 48.1875477, 16.3972742 48.1865231, 16.3969539 48.1862707, 16.3969362 48.1862033, 16.3969876 48.1861489, 16.3972939 48.185998, 16.3975433 48.1858884, 16.3980415 48.1856462, 16.3983556 48.1854935, 16.3987187 48.185317, 16.3991277 48.1851182, 16.3993779 48.1852188)"
6469557548,199724,"LINESTRING (16.3990889 48.1878936, 16.3991257 48.1878758, 16.3991619 48.1878567, 16.3992423 48.1878145, 16.399322 48.1877727, 16.3993625 48.1877501, 16.3995711 48.1876335, 16.3996572 48.1875816, 16.3999316 48.1874161, 16.4002577 48.1871986, 16.4003027 48.1871618, 16.4005238 48.1869812, 16.4007848 48.1867417, 16.4008305 48.1867081, 16.4009139 48.1866424)"
119337841,119338207,"LINESTRING (16.3963425 48.1910709, 16.395793 48.1913789, 16.3954799 48.1915283, 16.3954161 48.1915588, 16.3952489 48.1916503, 16.394944 48.1918175, 16.3948199 48.1918856)"
60355420,60215905,"LINESTRING (16.4074521 48.1915228, 16.4063535 48.1922552, 16.4057666 48.1926268, 16.4053009 48.1929372, 16.4051819 48.1930085, 16.404936 48.1931558, 16.404877 48.1931911, 16.4047883 48.1932443, 16.4047112 48.1932905)"
60215905,76463278,"LINESTRING (16.4047112 48.1932905, 16.4046379 48.1932355, 16.4046122 48.1932162, 16.4042828 48.1929688, 16.4038534 48.1926364, 16.4036962 48.1925166, 16.4029843 48.1919737)"
60215905,117356418,"LINESTRING (16.4047112 48.1932905, 16.4046018 48.193339, 16.4043347 48.1934575)"
76463278,30059975,"LINESTRING (16.4029843 48.1919737, 16.4018655 48.1911123, 16.4016543 48.1909714, 16.4015336 48.1908909, 16.4011986 48.1906499, 16.4011648 48.1906253, 16.4010694 48.1905558, 16.4010161 48.190523)"
76463278,76463356,"LINESTRING (16.4029843 48.1919737, 16.4017764 48.1926786, 16.40175 48.1926941, 16.4015893 48.1927883, 16.4013904 48.192905)"
117356418,76463357,"LINESTRING (16.4043347 48.1934575, 16.4042423 48.1934874, 16.4028777 48.1940315)"
117356418,117356962,"LINESTRING (16.4043347 48.1934575, 16.4043816 48.1935085, 16.405023 48.194206, 16.4052176 48.1944177, 16.4056886 48.1949298, 16.405965 48.195215, 16.4060403 48.195297, 16.4060915 48.1953527)"
17314948,33472670,"LINESTRING (16.4297884 48.2065967, 16.4298597 48.2066418, 16.4299036 48.2066696, 16.4303935 48.2070084, 16.4304195 48.2070266, 16.4305118 48.2070803)"
17314948,378982,"LINESTRING (16.4297884 48.2065967, 16.4298934 48.2065168, 16.4300634 48.2063875, 16.4302732 48.2062252, 16.4304927 48.206061, 16.4305949 48.2059876, 16.4306223 48.2059692, 16.4309353 48.2057524, 16.4310854 48.2056725, 16.4311802 48.2056114, 16.4312449 48.2055622)"
17314950,3578946357,"LINESTRING (16.4268872 48.2086444, 16.4269564 48.2085991, 16.42709 48.2085116, 16.4283258 48.2076269)"
1174052565,4863509466,"LINESTRING (16.42327 48.2122016, 16.4231613 48.2121335, 16.422549 48.2117498, 16.4218698 48.2113157, 16.4217327 48.2112274)"
1174052565,33245899,"LINESTRING (16.42327 48.2122016, 16.4231748 48.2122709, 16.4220187 48.2131002, 16.4216313 48.2133764)"
59984597,59986925,"LINESTRING (16.3823598 48.2158657, 16.3824658 48.2160161, 16.3826497 48.2162956, 16.3830345 48.217043, 16.3833023 48.2175392)"
59984597,59985886,"LINESTRING (16.3823598 48.2158657, 16.3805367 48.2157652, 16.3803914 48.2157565)"
60657048,60637360,"LINESTRING (16.3850704 48.2134157, 16.3846748 48.213351, 16.3842277 48.2132867, 16.3831118 48.2131263, 16.3830065 48.2131092)"
60657048,60657050,"LINESTRING (16.3850704 48.2134157, 16.3852371 48.2129135, 16.385279 48.2128421)"
60657188,60657186,"LINESTRING (16.3859669 48.2130725, 16.3858922 48.2131369, 16.3857613 48.2135278)"
60657188,3661238316,"LINESTRING (16.3859669 48.2130725, 16.3868904 48.2134498, 16.3873596 48.2136408, 16.3874985 48.2136973, 16.3875724 48.2137274, 16.3876159 48.2137419, 16.3877318 48.2137806)"
60657186,60657048,"LINESTRING (16.3857613 48.2135278, 16.3850704 48.2134157)"
3661238316,1184383510,"LINESTRING (16.3877318 48.2137806, 16.3876098 48.2137982, 16.3874719 48.2138181)"
3661238316,15738254,"LINESTRING (16.3877318 48.2137806, 16.3878098 48.2138067, 16.3879828 48.2138376, 16.3884545 48.2138942, 16.3887375 48.2139274)"
1184383510,60657186,"LINESTRING (16.3874719 48.2138181, 16.3857613 48.2135278)"
15738254,60211419,"LINESTRING (16.3887375 48.2139274, 16.3887279 48.2139717, 16.3887272 48.2140497, 16.3888246 48.2146025)"
15738254,60211414,"LINESTRING (16.3887375 48.2139274, 16.3891884 48.213937, 16.3895418 48.2139312)"
60211419,60211416,"LINESTRING (16.3888246 48.2146025, 16.3896384 48.2145295)"
60211414,60211416,"LINESTRING (16.3895418 48.2139312, 16.3895472 48.2139751, 16.3896384 48.2145295)"
60211414,199567,"LINESTRING (16.3895418 48.2139312, 16.3897726 48.2139095, 16.3903136 48.2138218)"
60211416,60211290,"LINESTRING (16.3896384 48.2145295, 16.3898949 48.2145054)"
199567,321939087,"LINESTRING (16.3903136 48.2138218, 16.3904331 48.2144548)"
199567,685059,"LINESTRING (16.3903136 48.2138218, 16.3903565 48.2138149, 16.3908447 48.2137347, 16.3913058 48.2136471, 16.3913335 48.2136418, 16.3914109 48.2136285)"
60211290,321939087,"LINESTRING (16.3898949 48.2145054, 16.3904331 48.2144548)"
60211290,60211379,"LINESTRING (16.3898949 48.2145054, 16.3896877 48.215285)"
59986925,59986910,"LINESTRING (16.3833023 48.2175392, 16.3836729 48.2180978, 16.3839308 48.2185311)"
59986925,59986989,"LINESTRING (16.3833023 48.2175392, 16.3835866 48.2174606, 16.3844596 48.2171191)"
59985886,59985044,"LINESTRING (16.3803914 48.2157565, 16.3803561 48.2156703, 16.3803492 48.2156511, 16.380323 48.2155725, 16.3801886 48.2150225, 16.3800508 48.2144576)"
59985886,59984953,"LINESTRING (16.3803914 48.2157565, 16.380238 48.2156788, 16.3801926 48.2156688, 16.3799683 48.2156193, 16.3798368 48.2156463, 16.3796926 48.2156696, 16.3795181 48.2156795, 16.3788451 48.2158126)"
59986910,59986909,"LINESTRING (16.3839308 48.2185311, 16.3822721 48.2188589)"
59986989,59838954,"LINESTRING (16.3844596 48.2171191, 16.3849575 48.2169225, 16.3850413 48.2168894)"
59985044,35675056,"LINESTRING (16.3800508 48.2144576, 16.3800101 48.2143189, 16.3799909 48.2142532, 16.3799303 48.2140884)"
59985044,59986724,"LINESTRING (16.3800508 48.2144576, 16.380033 48.2144609, 16.3799491 48.2144818, 16.3789107 48.2147402, 16.3781771 48.2149356)"
59984953,59986724,"LINESTRING (16.3788451 48.2158126, 16.3788294 48.215793, 16.378315 48.2151498, 16.3781771 48.2149356)"
59984953,59987222,"LINESTRING (16.3788451 48.2158126, 16.3783227 48.2159315, 16.3781805 48.2159971)"
2106524034,199563,"LINESTRING (16.3889106 48.2170098, 16.3894761 48.2173009, 16.3898134 48.2174745)"
453547327,60657211,"LINESTRING (16.384477 48.214617, 16.38436 48.2146639)"
453547327,60657048,"LINESTRING (16.384477 48.214617, 16.3845241 48.2145664, 16.3845723 48.2145147, 16.3848466 48.2141523, 16.3849191 48.2139864, 16.3850189 48.2136016, 16.3850704 48.2134157)"
60211299,453547327,"LINESTRING (16.3867347 48.2143731, 16.3862993 48.2143663, 16.3859812 48.2143732, 16.3846418 48.2145695, 16.3845717 48.2145897, 16.384477 48.214617)"
321550373,60211299,"LINESTRING (16.3875562 48.2143731, 16.3867347 48.2143731)"
321550373,1184383510,"LINESTRING (16.3875562 48.2143731, 16.3875478 48.2143178, 16.3874719 48.2138181)"
59986917,60656875,"LINESTRING (16.3825812 48.2194207, 16.3827181 48.2196938, 16.383011 48.2201642)"
59838954,59838952,"LINESTRING (16.3850413 48.2168894, 16.3851217 48.2168582, 16.3856064 48.2166704, 16.3857517 48.2166141)"
59838954,59986027,"LINESTRING (16.3850413 48.2168894, 16.3849935 48.2168474, 16.3843418 48.2162739, 16.3839075 48.2159319, 16.3837409 48.2158247)"
60210974,60211038,"LINESTRING (16.3889125 48.2196013, 16.3891229 48.2196215, 16.3900201 48.2196995, 16.3901621 48.2197166)"
60210974,60210975,"LINESTRING (16.3889125 48.2196013, 16.3889007 48.2196521, 16.3888338 48.2199414, 16.3887888 48.2200083, 16.3887599 48.2201298, 16.388783 48.2202036, 16.3886864 48.2206492, 16.3886811 48.2206736, 16.3886776 48.2206895, 16.388669 48.2207294)"
60656875,60210386,"LINESTRING (16.383011 48.2201642, 16.3824846 48.2202678)"
59986909,2389840874,"LINESTRING (16.3822721 48.2188589, 16.380986 48.2189591, 16.380908 48.2189632, 16.3807805 48.219001)"
59986909,59986917,"LINESTRING (16.3822721 48.2188589, 16.3825812 48.2194207)"
59986027,59986985,"LINESTRING (16.3837409 48.2158247, 16.3837243 48.2158743, 16.3836675 48.2159116, 16.3833559 48.2159237)"
59986027,60657216,"LINESTRING (16.3837409 48.2158247, 16.3835243 48.2155218)"
60210386,60209798,"LINESTRING (16.3824846 48.2202678, 16.381628 48.2204365, 16.381547 48.2204524)"
60210386,60210628,"LINESTRING (16.3824846 48.2202678, 16.3828914 48.2212349)"
2389840874,59983198,"LINESTRING (16.3807805 48.219001, 16.3807767 48.2188837, 16.3807676 48.2186309, 16.3807692 48.2184934)"
2389840874,293271523,"LINESTRING (16.3807805 48.219001, 16.3807253 48.2190437, 16.3803675 48.2192912, 16.3802792 48.2193539, 16.3801759 48.2194284)"
59986985,59984597,"LINESTRING (16.3833559 48.2159237, 16.3827105 48.2158847, 16.3826558 48.2158835, 16.3823598 48.2158657)"
59986985,59986989,"LINESTRING (16.3833559 48.2159237, 16.3841012 48.2167096, 16.3844596 48.2171191)"
60209798,2389840874,"LINESTRING (16.381547 48.2204524, 16.3814471 48.2202222, 16.3813478 48.2200127, 16.3812114 48.219728, 16.3811988 48.2197032, 16.3810998 48.2196273, 16.381024 48.2195363, 16.3808993 48.2193118, 16.3808453 48.2192064, 16.3808268 48.2191703, 16.3808016 48.2190963, 16.3807859 48.21903, 16.3807805 48.219001)"
60209798,59843455,"LINESTRING (16.381547 48.2204524, 16.3814585 48.2204712, 16.3805695 48.2206603)"
60210628,60210491,"LINESTRING (16.3828914 48.2212349, 16.3820565 48.2213882, 16.3819634 48.2214053)"
60210628,60210542,"LINESTRING (16.3828914 48.2212349, 16.383112 48.2217648, 16.3831588 48.2218719)"
60210975,60211059,"LINESTRING (16.388669 48.2207294, 16.3879219 48.2206602)"
59843455,59839002,"LINESTRING (16.3805695 48.2206603, 16.380163 48.2196534, 16.3801239 48.2196205, 16.3800223 48.2195216)"
60210491,60209798,"LINESTRING (16.3819634 48.2214053, 16.381547 48.2204524)"
60210542,60210647,"LINESTRING (16.3831588 48.2218719, 16.3838738 48.2214983)"
78476372,4021982831,"LINESTRING (16.3958456 48.2129253, 16.3965254 48.2121978, 16.3966041 48.212117)"
78476372,266655442,"LINESTRING (16.3958456 48.2129253, 16.3947709 48.2124533, 16.3946609 48.212405)"
248452979,266655527,"LINESTRING (16.3977957 48.2126235, 16.3985007 48.2119815, 16.3988096 48.2117004, 16.3989064 48.2115966, 16.3989303 48.2115027, 16.3988277 48.2111831, 16.3987513 48.2107902, 16.3987632 48.2101302, 16.3988014 48.2097691, 16.3988336 48.2096205, 16.3988945 48.2093397, 16.3990544 48.2087878, 16.3993143 48.2081279)"
4021982831,248452979,"LINESTRING (16.3966041 48.212117, 16.3977957 48.2126235)"
4021982831,78476367,"LINESTRING (16.3966041 48.212117, 16.3972948 48.2114007, 16.3973381 48.2113339, 16.3973904 48.2112534, 16.3978329 48.2100048)"
266655527,2600415942,"LINESTRING (16.3993143 48.2081279, 16.3996355 48.2075417, 16.3999444 48.207048, 16.4000358 48.206912, 16.4001141 48.2067954, 16.40032 48.2065672, 16.4005294 48.2063331, 16.400603 48.2062612, 16.4006271 48.2062367)"
78476367,78476366,"LINESTRING (16.3978329 48.2100048, 16.397841 48.2099812, 16.3978907 48.2098373, 16.3985045 48.2080112)"
60627249,17314583,"LINESTRING (16.4062952 48.2179045, 16.4064637 48.2179048, 16.4065991 48.217905, 16.406693 48.2179052, 16.4083685 48.2179081, 16.4088579 48.217909, 16.4097495 48.2179105, 16.4098063 48.2179206, 16.4098546 48.2179488)"
33370253,76766421,"LINESTRING (16.4050869 48.2155087, 16.4044683 48.2158368, 16.4032996 48.2164566, 16.4032567 48.2164804, 16.4030245 48.2166025, 16.4023024 48.2169855, 16.4016738 48.2172971, 16.4011705 48.2175466, 16.4011121 48.2175972, 16.4011137 48.2176504, 16.4011144 48.2176734, 16.4011148 48.2176889, 16.4011157 48.2177306, 16.4011169 48.2177701, 16.4011173 48.2178084, 16.4011187 48.2178694, 16.4011187 48.2179234)"
1676206174,76766423,"LINESTRING (16.3991563 48.2188049, 16.4011296 48.2188016)"
